id,sentence,label
2310,졸업하려면 어떤 과목들이 필수인가요?,9
2311,졸업 요건을 좀 설명해줘.,9
2312,졸업하려면 몇 학점을 들어야 해?,9
2313,졸업 요건이 어떻게 정해져 있는지 설명해줄래?,9
2314,졸업하려면 어떤 시험을 통과해야 하나요?,9
2315,졸업 요건이 무엇인지 알고 싶어.,9
2316,졸업하려면 몇 과목을 수강해야 해?,9
2317,졸업 요건이 어떻게 되는지 말해줘.,9
2318,졸업하려면 어떤 걸 충족해야 해?,9
2319,학과 졸업 요건에 대해 알려줘.,9
2320,학과에서 요구하는 졸업 요건이 뭐야?,9
2321,학과 졸업 요건이 뭐야?,9
2322,학과 졸업하려면 뭐가 필요해?,9
2323,학과 졸업 요건이 어떻게 되나요?,9
2324,학과 졸업 요건을 설명해 줄래?,9
2325,학과 졸업하려면 어떤 조건이 있어야 해?,9
2326,학과 졸업 요건이 뭔지 알고 싶어.,9
2327,학과 졸업하려면 뭘 해야 돼?,9
2328,학과 졸업 요건이 뭔지 설명해줘.,9
2329,학과 졸업 요건을 알려주세요.,9
2330,학과 졸업하려면 어떤 걸 충족해야 하나요?,9
2331,학과 졸업 요건에 대해 알고 싶어.,9
2332,학과 졸업하려면 몇 학점이 필요해?,9
2333,학과 졸업 요건이 어떻게 되지?,9
2334,학과 졸업하려면 어떤 과목을 들어야 해?,9
2335,학과 졸업 요건을 자세히 설명해줘.,9
2336,학과 졸업 요건이 뭐로 되어 있어?,9
2337,학과 졸업하려면 필요한 게 뭐야?,9
2338,학과 졸업 요건을 한 번 말해줘.,9
2339,학과 졸업하려면 어떤 것들을 완료해야 하나요?,9
2340,학과 졸업 요건에 대해 자세히 알려줘.,9
2341,학과 졸업하려면 몇 과목을 들어야 돼?,9
2342,학과 졸업 요건이 뭐가 있어?,9
2343,학과 졸업하려면 어떤 조건을 충족해야 해?,9
2344,학과 졸업 요건이 뭔지 궁금해.,9
2345,학과 졸업하려면 어떻게 해야 해?,9
2346,학과 졸업 요건을 설명해 주세요.,9
2347,학과 졸업하려면 어떤 것들이 필요해?,9
2348,학과 졸업 요건에 대해 자세히 알고 싶어.,9
2349,졸업하려면 각 학과별로 어떤 요건이 있나요?,9
2350,학과마다 졸업 요건이 다른가요?,9
2351,학과 졸업에 필요한 필수 과목은 무엇인가요?,9
2352,학과 졸업 요건에 대해 자세히 알고 싶으면 어디에 문의해야 하나요?,9
2353,학과 졸업 요건 중 중요한 것이 뭐야?,9
2354,학과 졸업 요건을 충족하려면 몇 학점을 이수해야 하나요?,9
2355,모든 학과의 졸업 요건이 동일한가요?,9
2356,특정 학과의 졸업 요건이 어떻게 되나요?,9
2357,학과 졸업 요건에 필수적으로 포함되는 활동은 뭐야?,9
2358,학과 졸업을 위해 어떤 서류가 필요해?,9
2359,학과별 졸업 요건에 대해 설명해줘.,9
2360,학과 졸업 요건을 모두 채웠는지 확인하려면 어떻게 해야 하나요?,9
2361,학과 졸업 요건이 변경된 적 있나요?,9
2362,학과 졸업을 위해 필요한 추가 요건이 있나요?,9
2363,학과 졸업 요건을 확인하려면 학교 홈페이지에서 찾아봐야 하나요?,9
2364,학과 졸업 요건을 만족시키기 위해 필요한 조건은 뭐야?,9
2365,학과 졸업 요건에 대해 자세히 말해줄래?,9
2366,학과 졸업 요건을 확인하려면 어디서 봐야 하나요?,9
2367,학과 졸업 요건을 채우기 위해 필요한 과목은 어떤 건가요?,9
2368,학과 졸업 요건에 대한 자세한 정보를 어디서 찾을 수 있나요?,9
2369,학과 졸업 요건 중 필수적인 부분은 뭐야?,9
2370,학과 졸업 요건을 만족시키기 위해 필요한 정보는 어디서 얻을 수 있나요?,9
2371,학과 졸업을 위해 필요한 활동이 뭐야?,9
2372,학과 졸업 요건을 충족하지 못하면 어떻게 되나요?,9
2373,학과 졸업 요건에 대한 변경 사항은 어디서 확인해?,9
2374,학과 졸업 요건에 추가된 새로운 항목이 있나요?,9
2375,학과 졸업 요건을 채우기 위해 필요한 학점은 몇 점인가요?,9
2376,학과 졸업 요건을 충족하려면 어떤 절차를 밟아야 하나요?,9
2377,학과 졸업 요건 중 중요한 과목은 무엇인가요?,9
2378,학과 졸업 요건을 쉽게 이해할 수 있는 자료가 있나요?,9
2379,학과 졸업 요건에 포함된 필수 과목은 어떤 것들이 있나요?,9
2380,학과 졸업 요건을 충족하기 위해 어떤 준비를 해야 하나요?,9
2381,학과 졸업 요건에 대해 자세히 알려줄래?,9
2382,학과 졸업 요건을 한눈에 볼 수 있는 자료가 있나요?,9
2383,학과 졸업 요건에 대해 친구들과 이야기해 본 적 있니?,9
2384,학과 졸업 요건을 쉽게 이해할 수 있도록 설명해 줄래?,9
2385,학과 졸업 요건을 만족시키기 위해 필요한 것들이 뭐야?,9
2386,학과 졸업 요건에 대해 알고 싶어.,9
2387,학과 졸업 요건을 충족하려면 어떤 과목들을 들어야 해?,9
2388,학과 졸업 요건을 충족하기 위해 필요한 모든 과정을 알려줘.,9
2389,교과 과정에 대해 알려줘.,9
2390,교과 과정이 어떻게 되나요?,9
2391,교과 과정 책자를 보여줘.,9
2392,교과 과정을 알고 싶어.,9
2393,교과 과정은 어디서 확인할 수 있나요?,9
2394,교과 과정에 대해 설명해 줄래?,9
2395,교과 과정은 어떻게 구성되어 있어?,9
2396,교과 과정 자료를 어디서 구할 수 있나요?,9
2397,교과 과정이 바뀐 적 있나요?,9
2398,교과 과정에 대해 자세히 알려줘.,9
2399,교과 과정은 몇 학점이 필요해?,9
2400,교과 과정에 대해 자세히 알고 싶어.,9
2401,교과 과정 책자는 어디서 받을 수 있나요?,9
2402,교과 과정이 어떻게 짜여져 있는지 설명해줘.,9
2403,교과 과정은 어떻게 구성되나요?,9
2404,교과 과정에 필수 과목이 뭐야?,9
2405,교과 과정 책자를 볼 수 있을까?,9
2406,교과 과정에 대해 더 알고 싶어.,9
2407,교과 과정은 어떤 과목들이 있나요?,9
2408,교과 과정 책자를 어디서 구할 수 있어?,9
2409,교과 과정에 대해 질문 있어요.,9
2410,교과 과정에 대해 자세히 말해줘.,9
2411,교과 과정에 포함된 과목은 무엇인가요?,9
2412,교과 과정에 대한 자료는 어디서 찾을 수 있나요?,9
2413,교과 과정이 어떻게 짜여졌는지 설명해 줄래?,9
2414,교과 과정에 필수로 들어야 하는 과목이 뭐야?,9
2415,교과 과정 책자를 어디서 볼 수 있나요?,9
2416,교과 과정은 어떻게 정해졌어?,9
2417,교과 과정에 대해 설명해 주세요.,9
2418,교과 과정이 바뀌었나요?,9
2419,교과 과정 자료를 받을 수 있나요?,9
2420,교과 과정에 대한 자세한 정보를 어디서 찾을 수 있어?,9
2421,교과 과정에 대한 안내 책자는 어디서 받을 수 있어?,9
2422,교과 과정에 대한 설명 부탁해요.,9
2423,교과 과정이 어떻게 구성되어 있는지 알고 싶어.,9
2424,교과 과정 자료를 어디서 볼 수 있나요?,9
2425,교과 과정에 대한 최신 정보는 어디서 확인하나요?,9
2426,교과 과정에 대한 변경 사항이 있나요?,9
2427,교과 과정이 어떻게 정해지는지 알고 싶어.,9
2428,교과 과정 책자는 언제 나와요?,9
2429,교과 과정에 대한 문의는 어디서 하나요?,9
2430,교과 과정에 대한 자세한 안내 부탁해요.,9
2431,교과 과정에 대한 정보를 어디서 얻을 수 있어?,9
2432,교과 과정이 언제 바뀌었는지 알고 싶어.,9
2433,교과 과정 책자를 보여줄 수 있어?,9
2434,교과 과정에 대해 문의하려면 어디로 가야 하나요?,9
2435,교과 과정에 대한 정보는 어디서 얻을 수 있나요?,9
2436,교과 과정이 어떻게 구성되어 있는지 자세히 설명해줘.,9
2437,교과 과정 자료를 어디서 받을 수 있나요?,9
2438,교과 과정 책자는 언제 나오는지 알아?,9
2439,교과 과정에 대한 설명을 들을 수 있나요?,9
2440,교과 과정에 대한 최신 정보는 어디서 찾을 수 있어?,9
2441,교과 과정에 대한 변경 사항을 알려줄래?,9
2442,교과 과정이 어떻게 정해지는지 설명해 줄래?,9
2443,교과 과정 책자를 어디서 구할 수 있나요?,9
2444,교과 과정에 대한 문의는 어디로 하면 되나요?,9
2445,교과 과정에 대한 안내 자료를 받을 수 있나요?,9
2446,교과 과정에 대한 자세한 정보는 어디서 찾을 수 있어?,9
2447,교과 과정이 언제 바뀌었는지 알려줘.,9
2448,교과 과정 책자를 볼 수 있는 곳이 어디야?,9
2449,교과 과정에 대해 질문이 있어요.,9
2450,교과 과정에 대한 정보를 어디서 구할 수 있나요?,9
2451,교과 과정이 어떻게 구성되어 있는지 알고 싶어요.,9
2452,교과 과정 자료를 받을 수 있는 곳이 어디인가요?,9
2453,교과 과정 책자는 언제 배포되나요?,9
2454,교과 과정에 대해 설명 좀 해주세요.,9
2455,교과 과정에 대한 최신 정보를 어디서 확인할 수 있나요?,9
2456,교과 과정이 바뀐 적 있는지 알고 싶어.,9
2457,교과 과정 자료를 어디서 구할 수 있어요?,9
2458,교과 과정에 대한 설명을 부탁해요.,9
2459,교과 과정이 어떻게 구성되어 있는지 알려줘.,9
2460,교과 과정에 대한 정보를 어디서 찾을 수 있나요?,9
2461,교과 과정 책자는 언제 나와?,9
2462,교과 과정에 대한 문의는 어디로 해야 하나요?,9
2463,교과 과정에 대한 자세한 안내를 받을 수 있나요?,9
2464,교과 과정이 어떻게 정해지는지 알고 싶어요.,9
2465,교과 과정 자료를 어디서 볼 수 있어?,9
2466,교과 과정 책자를 보여줄 수 있나요?,9
2467,교과 과정에 대해 문의할 곳을 알려줘.,9
2468,교과 과정에 대한 정보는 어디서 구할 수 있나요?,9
2469,교과 과정이 언제 바뀌었는지 알고 싶어요.,9
2470,교과 과정 책자를 볼 수 있는 방법이 있어?,9
2471,교과 과정에 대해 자세히 알고 싶어.,9
2472,교과 과정에 대한 설명 좀 해줄래?,9
2473,교과 과정이 어떻게 구성되어 있는지 설명해줘.,9
2474,교과 과정 자료를 받을 수 있는 곳이 어디야?,9
2475,교과 과정 책자는 언제 배포되는지 알아?,9
2476,교과 과정에 대해 질문이 있어요.,9
2477,교과 과정에 대한 정보를 어디서 확인할 수 있나요?,9
2478,교과 과정이 어떻게 구성되어 있는지 궁금해.,9
2479,교과 과정 자료를 받을 수 있는 곳이 있나요?,9
2480,교과 과정 책자는 언제 나오나요?,9
2481,교과 과정에 대해 설명해 줄 수 있어요?,9
2482,교과 과정에 대한 최신 정보를 어디서 찾을 수 있나요?,9
2483,교과 과정이 바뀐 적 있는지 알아?,9
2484,교과 과정 자료를 어디서 구할 수 있는지 알려줘.,9
2485,교과 과정에 대한 설명을 해줄래?,9
2486,교과 과정이 어떻게 구성되어 있는지 알고 싶어.,9
2487,교과 과정에 대한 정보를 어디서 찾을 수 있나요?,9
2488,교과 과정 책자는 언제 나오는지 알아?,9
2489,교과 과정에 대한 문의는 어디로 해야 되나요?,9
2490,교과 과정에 대한 안내 자료를 받을 수 있나요?,9
2491,교과 과정이 어떻게 정해지는지 알려줘.,9
2492,교과 과정 자료를 어디서 볼 수 있어요?,9
2493,교과 과정 책자를 보여줄래?,9
2494,교과 과정에 대해 문의하려면 어디로 가야 하나요?,9
2495,교과 과정에 대한 정보를 어디서 구할 수 있어요?,9
2496,교과 과정이 언제 바뀌었는지 궁금해.,9
2497,교과 과정 책자를 볼 수 있는 곳이 어디야?,9
2498,교과 과정에 대해 질문이 있습니다.,9
2499,교과 과정에 대한 정보를 어디서 찾을 수 있나요?,9
2500,교과 과정이 어떻게 구성되어 있는지 알려줄래?,9
2501,교과 과정 자료를 받을 수 있는 곳이 어디인가요?,9
2502,교과 과정 책자는 언제 배포되나요?,9
2503,교과 과정에 대해 설명 좀 해줄래?,9
2504,교과 과정에 대한 최신 정보를 어디서 확인할 수 있나요?,9
2505,교과 과정이 바뀐 적 있나요?,9
2506,교과 과정 자료를 어디서 구할 수 있는지 알려주세요.,9
2507,교과 과정에 대한 설명을 부탁할게요.,9
2508,교과 과정이 어떻게 구성되어 있는지 궁금해요.,9
2509,교과 과정에 대한 정보는 어디서 찾을 수 있나요?,9
2510,교과 과정 책자는 언제 나오는지 알고 싶어.,9
2511,교과 과정에 대한 문의는 어디로 하면 되나요?,9
2512,교과 과정에 대한 자세한 안내를 받을 수 있을까요?,9
2513,교과 과정이 어떻게 정해지는지 알고 싶습니다.,9
2514,교과 과정 자료를 어디서 볼 수 있나요?,9
2515,교과 과정 책자를 보여줄 수 있나요?,9
2516,교과 과정에 대해 문의할 곳을 알려줄래?,9
2517,교과 과정에 대한 정보는 어디서 구할 수 있나요?,9
2518,교과 과정이 언제 바뀌었는지 알고 싶어.,9
2519,이번 학기 학사 일정 알려줄래?,4
2520,다음 학기 학사 일정 어떻게 되지?,4
2521,학사 일정 어디서 확인할 수 있어?,4
2522,중간고사 기간은 언제야?,4
2523,기말고사 일정 좀 알려줘.,4
2524,수강신청 기간이 언제야?,4
2525,졸업식 날짜가 언제야?,4
2526,종강 날짜는 언제야?,4
2527,개강 날짜 좀 알려줘.,4
2528,수업 시작일은 언제야?,4
2529,휴강일 언제인지 알아?,4
2530,방학 기간이 언제부터 언제까지야?,4
2531,등록금 납부 기간이 언제야?,4
2532,성적 발표일은 언제야?,4
2533,학기 종료일 알려줄래?,4
2534,재수강 신청 기간이 언제야?,4
2535,수강 정정 기간은 언제야?,4
2536,학기 시작일 언제야?,4
2537,휴학 신청 기간이 언제야?,4
2538,복학 신청 기간은 언제야?,4
2539,강의 평가 기간 언제야?,4
2540,학사일정 캘린더 어디서 확인해?,4
2541,과제 제출 마감일 언제야?,4
2542,수업 종료일은 언제야?,4
2543,졸업 신청 기간이 언제야?,4
2544,학사 일정이 어디에 게시돼 있어?,4
2545,학기별 학사 일정 좀 알려줘.,4
2546,이번 학기 중요한 날짜 알려줄래?,4
2547,학사 일정 변경된 거 있어?,4
2548,수강 철회 기간이 언제야?,4
2549,홍익대학교 졸업식 날짜 언제야?,4
2550,홍익대학교 개강 날짜 좀 알려줘.,4
2551,홍익대 중간고사 기간은 언제야?,4
2552,홍익대학교 기말고사 일정 어떻게 돼?,4
2553,홍익대 수강신청 기간이 언제야?,4
2554,홍익대 종강 날짜는 언제야?,4
2555,홍익대학교 방학 기간 언제야?,4
2556,홍익대 등록금 납부 기간 알려줄래?,4
2557,홍익대 성적 발표일 언제야?,4
2558,홍익대 학기 종료일 언제야?,4
2559,홍익대학교 재수강 신청 기간 언제야?,4
2560,홍익대 수강 정정 기간 알려줘.,4
2561,홍익대 휴강일 언제인지 알아?,4
2562,홍익대 학기 시작일 알려줄래?,4
2563,홍익대학교 휴학 신청 기간 언제야?,4
2564,홍익대 복학 신청 기간이 언제야?,4
2565,홍익대 강의 평가 기간 알려줘.,4
2566,홍익대 과제 제출 마감일 언제야?,4
2567,홍익대학교 수업 종료일 언제야?,4
2568,홍익대학교 졸업 신청 기간 알려줘.,4
2569,홍익대학교 학사 일정 어디서 확인할 수 있어?,4
2570,홍익대 학사 캘린더 좀 볼 수 있을까?,4
2571,홍익대 학사 일정표 어디서 찾아?,4
2572,홍익대 수업 일정 알려줄래?,4
2573,홍익대학교 시험 기간은 언제야?,4
2574,홍익대 시험 일정 알고 싶어.,4
2575,홍익대 수업 시작 날짜 알려줄 수 있어?,4
2576,홍익대학교 강의 시작일 언제야?,4
2577,홍익대 방학 언제부터야?,4
2578,홍익대학교 방학이 언제 시작돼?,4
2579,홍익대 성적 발표 언제 해?,4
2580,홍익대학교 성적 나오는 날 알아?,4
2581,홍익대 학기 종료일이 언제지?,4
2582,홍익대 휴강일정 알려줄래?,4
2583,홍익대 휴일은 언제야?,4
2584,홍익대학교 공휴일 알려줘.,4
2585,홍익대 수강 변경 기간 언제야?,4
2586,홍익대 졸업일 언제인지 알아?,4
2587,홍익대 학사 마감일 언제야?,4
2588,홍익대학교 학사 진행 일정 알고 싶어.,4
2589,홍익대학교 학사 캘린더 보여줘.,4
2590,학교 전체 일정 알려줘.,4
2591,이번 학기 캘린더 볼 수 있을까?,4
2592,홍익대 일정표 보여줄래?,4
2593,학교 행사 일정 좀 보여줘.,4
2594,이번 학기 전체 일정 어디서 봐?,4
2595,학사 캘린더 링크 줄 수 있어?,4
2596,홍익대학교 캘린더 파일로 받을 수 있어?,4
2597,학교 캘린더 공유해줄래?,4
2598,전체 학사 일정 어떻게 돼?,4
2599,학교 행사 날짜 좀 알려줘.,4
2600,이번 학기 학사 캘린더 어디서 확인해?,4
2601,학교 연간 일정 볼 수 있을까?,4
2602,홍익대 학사 일정표 좀 보여줘.,4
2603,학교 캘린더 파일로 제공해줄 수 있어?,4
2604,학교 일정 어디서 확인할 수 있어?,4
2605,홍익대 연간 일정표 보여줄래?,4
2606,학교 중요한 일정 알려줘.,4
2607,이번 학기 주요 일정 볼 수 있어?,4
2608,학사 캘린더 전체 파일 어디서 구해?,4
2609,홍익대학교 학사일정 변경된 내용 있어?,4
2610,홍익대 휴일 일정 어디서 확인해?,4
2611,홍익대 학사일정 이메일로 받을 수 있어?,4
2612,홍익대학교 시험 일정 변경된 거 있어?,4
2613,홍익대 졸업식 시간 알려줄래?,4
2614,홍익대 개강식 날짜가 언제야?,4
2615,홍익대 방학식 일정 알려줘.,4
2616,홍익대학교 학사 일정 알림 받을 수 있어?,4
2617,홍익대 학사 일정은 어떻게 계획돼 있어?,4
2618,홍익대 수강신청 변경 기간은 언제야?,4
2619,이번 학기 학사 일정표는 어디서 볼 수 있어?,4
2620,학사 일정 변경 사항이 있나요?,4
2621,다음 학기 학사 일정은 언제 발표되나요?,4
2622,수강신청 시작 날짜가 언제야?,4
2623,수강신청 마감일이 언제죠?,4
2624,휴학 신청 기간은 언제부터 언제까지인가요?,4
2625,복학 신청은 언제 할 수 있나요?,4
2626,중간고사 기간은 언제인가요?,4
2627,기말고사 일정은 어떻게 되나요?,4
2628,졸업식 날짜는 언제인가요?,4
2629,종강일은 언제인가요?,4
2630,개강일은 언제야?,4
2631,등록금 납부 기간은 언제죠?,4
2632,성적 발표일은 언제인가요?,4
2633,재수강 신청은 언제 할 수 있나요?,4
2634,수강 정정 기간은 언제부터 언제까지죠?,4
2635,강의 평가 기간은 언제인가요?,4
2636,학기별 주요 학사 일정을 알고 싶어요.,4
2637,이번 학기 주요 학사 일정은 어디서 확인하나요?,4
2638,학사 일정 캘린더는 어디서 찾을 수 있나요?,4
2639,이번 주 학사 일정은 어떻게 되나요?,4
2640,학사 일정 알림을 받을 수 있나요?,4
2641,방학은 언제 시작되나요?,4
2642,방학이 언제 끝나죠?,4
2643,졸업논문 제출 기한은 언제인가요?,4
2644,졸업작품 전시회 일정은 언제죠?,4
2645,다음 학기 수업 시작일은 언제인가요?,4
2646,학기 중 휴일 일정은 어떻게 되나요?,4
2647,학사 일정 변경이 있으면 어디서 확인할 수 있나요?,4
2648,이번 학기 학사 일정에 중요한 날짜는 뭐가 있나요?,4
2649,학사 일정이 언제 업데이트 되나요?,4
2650,학사 일정에 포함된 행사들은 무엇이 있나요?,4
2651,다음 학기 등록금 납부 기간은 언제죠?,4
2652,휴강일은 언제인가요?,4
2653,보충수업 일정은 언제인가요?,4
2654,학교 축제 일정은 언제인가요?,4
2655,학기 말 시험 기간은 언제죠?,4
2656,수업 평가 기간은 언제부터 언제까지인가요?,4
2657,졸업 요건 충족을 위한 마감일은 언제인가요?,4
2658,졸업 신청 기간은 언제인가요?,4
2659,학교 행사 일정은 어디서 볼 수 있나요?,4
2660,학사 일정 파일로 받을 수 있나요?,4
2661,학사 일정은 몇 시에 발표되나요?,4
2662,졸업식 시간은 언제인가요?,4
2663,학사 일정 안내문은 어디서 찾을 수 있나요?,4
2664,학사 일정 관련 문의는 어디에 해야 하나요?,4
2665,학사 일정에 포함된 공휴일은 언제인가요?,4
2666,학사 일정은 어디서 다운로드 받을 수 있나요?,4
2667,학사 일정 브로셔는 어디서 받을 수 있나요?,4
2668,학사 일정 업데이트는 언제 되나요?,4
2669,학사 일정 관련 이메일은 어디로 보내야 하나요?,4
2670,학사 일정 문의는 어디로 해야 하나요?,4
2671,학사 일정 관련 회의는 언제 열리나요?,4
2672,학사 일정은 학기 중에 변경될 수 있나요?,4
2673,학사 일정 프린트 가능한가요?,4
2674,학사 일정 관련 공지사항은 어디서 확인하나요?,4
2675,학사 일정에 포함된 워크숍은 언제인가요?,4
2676,학사 일정에 대한 피드백은 어디로 보내야 하나요?,4
2677,학사 일정에 포함된 세미나는 언제인가요?,4
2678,학사 일정 관련 변경 요청은 어디에 제출하나요?,4
2679,학사 일정에 포함된 시험 일정은 언제인가요?,4
2680,학사 일정 확인 방법은 무엇인가요?,4
2681,학사 일정과 관련된 자세한 정보는 어디서 찾을 수 있나요?,4
2682,학사 일정에 따라 준비할 사항은 무엇인가요?,4
2683,학사 일정 관련 정책은 어디서 확인하나요?,4
2684,학사 일정 공지는 언제 되나요?,4
2685,학사 일정 변경이 확정되면 어디서 공지되나요?,4
2686,학사 일정에 포함된 학술 대회는 언제인가요?,4
2687,학사 일정 관련 자료는 어디서 받을 수 있나요?,4
2688,학사 일정에 따른 휴무일은 언제인가요?,4
2689,학사 일정에 포함된 실험실 수업 일정은 언제인가요?,4
2690,학사 일정 문의는 누구에게 해야 하나요?,4
2691,학사 일정과 관련된 FAQ는 어디서 볼 수 있나요?,4
2692,학사 일정에 따라 등록해야 할 날짜는 언제인가요?,4
2693,학사 일정 확인 이메일을 받을 수 있나요?,4
2694,학사 일정에 따라 조정되는 사항은 무엇인가요?,4
2695,학사 일정 브리핑은 언제 이루어지나요?,4
2696,학사 일정과 관련된 주요 이벤트는 언제인가요?,4
2697,학사 일정 문의 전화번호는 무엇인가요?,4
2698,학사 일정에 따른 준비물 목록은 어디서 확인하나요?,4
2699,학사 일정에 따른 활동 계획은 언제 세워야 하나요?,4
2700,학사 일정에 따른 과제 제출 마감일은 언제인가요?,4
2701,학사 일정에 따른 등록금 납부일은 언제인가요?,4
2702,학사 일정 변경 공지는 어디서 받을 수 있나요?,4
2703,학사 일정에 포함된 필드 트립은 언제인가요?,4
2704,학사 일정에 따른 기숙사 퇴실일은 언제인가요?,4
2705,학사 일정에 따른 등록 기한은 언제인가요?,4
2706,학사 일정 관련 온라인 정보는 어디서 찾을 수 있나요?,4
2707,학사 일정에 따른 주요 공지는 어디서 확인할 수 있나요?,4
2708,학사 일정과 관련된 공지사항은 어디서 볼 수 있나요?,4
2709,학사 일정에 따른 수업 계획은 어디서 확인하나요?,4
2710,학사 일정에 따른 과제 제출일은 언제인가요?,4
2711,학사 일정에 따른 학회 일정은 언제인가요?,4
2712,학사 일정 변경 시 공지 방법은 무엇인가요?,4
2713,학사 일정 관련 자료는 어디서 다운로드 받을 수 있나요?,4
2714,학사 일정에 따른 중요 행사일은 언제인가요?,4
2715,학사 일정에 따른 수강 변경 기간은 언제인가요?,4
2716,학사 일정에 따른 등록 기간은 언제인가요?,4
2717,학사 일정 관련 세부 사항은 어디서 볼 수 있나요?,4
2718,학사 일정에 따른 중요 날짜는 무엇인가요?,4
2719,이번 학기 학사 일정이 어떻게 되나요?,4
2720,학사 일정 변경사항은 어디서 확인하나요?,4
2721,다음 학기 수강신청 기간은 언제인가요?,4
2722,중간고사 기간은 언제인가요?,4
2723,기말고사 일정은 언제인가요?,4
2724,이번 학기 개강일은 언제인가요?,4
2725,이번 학기 종강일은 언제인가요?,4
2726,등록금 납부 기간은 언제인가요?,4
2727,졸업식 날짜는 언제인가요?,4
2728,방학 기간은 언제부터 언제까지인가요?,4
2729,성적 발표일은 언제인가요?,4
2730,수강 정정 기간은 언제인가요?,4
2731,휴학 신청 기간은 언제부터 언제까지인가요?,4
2732,복학 신청은 언제부터 가능한가요?,4
2733,학위 수여식 일정은 언제인가요?,4
2734,졸업작품 전시회 일정은 언제인가요?,4
2735,졸업논문 제출 기한은 언제인가요?,4
2736,졸업예정자 등록 기간은 언제인가요?,4
2737,학사 일정 캘린더는 어디서 확인할 수 있나요?,4
2738,학사 일정 파일로 다운로드 받을 수 있나요?,4
2739,학기 중 휴일 일정은 어떻게 되나요?,4
2740,여름학기 수강신청 기간은 언제인가요?,4
2741,겨울학기 수강신청 기간은 언제인가요?,4
2742,성적 이의 신청 기간은 언제인가요?,4
2743,학사 경고 발송일은 언제인가요?,4
2744,졸업대상자 확정일은 언제인가요?,4
2745,조기졸업 신청 기간은 언제인가요?,4
2746,졸업사정 결과 발표일은 언제인가요?,4
2747,추가 등록금 납부 기간은 언제인가요?,4
2748,학사 일정 관련 공지는 어디서 확인할 수 있나요?,4
2749,학기별 주요 학사 일정은 어디서 볼 수 있나요?,4
2750,수업평가 기간은 언제인가요?,4
2751,강의계획서 제출 기한은 언제인가요?,4
2752,입학식 날짜는 언제인가요?,4
2753,오리엔테이션 일정은 언제인가요?,4
2754,성적 우수자 발표일은 언제인가요?,4
2755,재수강 신청 기간은 언제인가요?,4
2756,학사일정 PDF 파일은 어디서 다운로드 가능한가요?,4
2757,학사 일정 변경 시 공지는 어디서 볼 수 있나요?,4
2758,학사 일정 관련 문의는 어디로 해야 하나요?,4
2759,수강철회 기간은 언제인가요?,4
2760,학사 일정 브로셔는 어디서 받을 수 있나요?,4
2761,학사 일정이 업데이트 되는 시기는 언제인가요?,4
2762,교내 행사 일정은 어디서 확인할 수 있나요?,4
2763,공휴일 일정은 학사 일정에 포함되어 있나요?,4
2764,학사 일정 이메일 알림 신청은 어디서 하나요?,4
2765,학사 일정 문자 알림 서비스는 있나요?,4
2766,학사 일정 변경 요청은 어떻게 하나요?,4
2767,학사 일정 공지 이메일은 어디서 신청하나요?,4
2768,학사 일정에 대한 피드백은 어디로 보내야 하나요?,4
2769,학사 일정 관련 회의는 언제 열리나요?,4
2770,학사 일정과 관련된 FAQ는 어디서 확인할 수 있나요?,4
2771,학사 일정과 관련된 중요한 날짜는 무엇인가요?,4
2772,학사 일정에 따른 주요 공지는 어디서 볼 수 있나요?,4
2773,학사 일정에 따른 등록 기한은 언제인가요?,4
2774,학사 일정에 따른 과제 제출 마감일은 언제인가요?,4
2775,학사 일정에 따른 주요 행사일은 언제인가요?,4
2776,학사 일정에 따른 수업 계획은 어디서 확인하나요?,4
2777,학사 일정에 따른 수강 변경 기간은 언제인가요?,4
2778,학사 일정에 따른 수업 휴강일은 언제인가요?,4
2779,학사 일정에 따른 등록금 납부일은 언제인가요?,4
2780,학사 일정에 따른 주요 시험일은 언제인가요?,4
2781,학사 일정에 따른 학술 대회 일정은 언제인가요?,4
2782,학사 일정에 따른 실험실 수업 일정은 언제인가요?,4
2783,학사 일정에 따른 주요 공휴일은 언제인가요?,4
2784,학사 일정에 따른 수업 시작일은 언제인가요?,4
2785,학사 일정에 따른 등록 기간은 언제인가요?,4
2786,학사 일정에 따른 방학 시작일은 언제인가요?,4
2787,학사 일정에 따른 방학 종료일은 언제인가요?,4
2788,학사 일정에 따른 수업 종료일은 언제인가요?,4
2789,학사 일정에 따른 성적 입력 기간은 언제인가요?,4
2790,학사 일정에 따른 수강 신청 마감일은 언제인가요?,4
2791,학사 일정에 따른 수강 정정 마감일은 언제인가요?,4
2792,학사 일정에 따른 졸업식 시간은 언제인가요?,4
2793,학사 일정에 따른 졸업식 장소는 어디인가요?,4
2794,학사 일정에 따른 성적 발표 시간은 언제인가요?,4
2795,학사 일정에 따른 성적 이의 신청 방법은 무엇인가요?,4
2796,학사 일정에 따른 성적 우수자 발표 방법은 무엇인가요?,4
2797,학사 일정에 따른 휴학 신청 방법은 무엇인가요?,4
2798,학사 일정에 따른 복학 신청 방법은 무엇인가요?,4
2799,학사 일정에 따른 등록금 납부 방법은 무엇인가요?,4
2800,학사 일정에 따른 성적 입력 방법은 무엇인가요?,4
2801,학사 일정에 따른 수강 신청 방법은 무엇인가요?,4
2802,학사 일정에 따른 수강 정정 방법은 무엇인가요?,4
